# timestamp x y z qw qx qy qz
1.73981e+09 81.639 -5.7582 -31.2527 0.690149 -0.387017 -0.464621 0.397541
1.73981e+09 83.6275 -4.85343 -26.385 0.669895 -0.399774 -0.488653 0.390693
1.73981e+09 84.9782 -4.53353 -22.4684 0.654071 -0.410932 -0.50713 0.38229
1.73981e+09 85.3239 -9.15579 -20.7017 0.641711 -0.444112 -0.497349 0.378966
1.73981e+09 86.0346 -9.15154 -18.3184 0.630239 -0.453058 -0.5082 0.373189
1.73981e+09 86.4093 -8.23215 -17.8022 0.622025 -0.455669 -0.515085 0.37435
1.73981e+09 86.7854 -8.46046 -16.6236 0.61689 -0.460236 -0.522667 0.366672
1.73981e+09 87.1208 -7.61004 -16.2342 0.611053 -0.460976 -0.530267 0.364599
1.73981e+09 87.2673 -7.85015 -16.3574 0.608169 -0.46416 -0.532803 0.361672
1.73981e+09 87.5225 -5.63338 -16.8042 0.60804 -0.453719 -0.544382 0.357874
1.73981e+09 87.5896 -5.86676 -17.594 0.607203 -0.45529 -0.545583 0.355464
1.73981e+09 87.6084 -6.34957 -18.663 0.607403 -0.45725 -0.545388 0.352897
1.73981e+09 87.4824 -4.02451 -21.039 0.611844 -0.443263 -0.55099 0.354364
1.73981e+09 87.3164 -4.21933 -23.2064 0.614576 -0.442391 -0.548144 0.35514
1.73981e+09 87.1947 -4.24586 -25.4007 0.617402 -0.440535 -0.546218 0.355514
1.73981e+09 87.0216 -0.632598 -28.055 0.618543 -0.423321 -0.55371 0.36278
1.73981e+09 86.8225 -0.321795 -30.3103 0.618876 -0.421979 -0.551591 0.366979
1.73981e+09 86.7474 0.285705 -32.0803 0.616334 -0.421201 -0.551471 0.372292
1.73981e+09 86.5194 3.81943 -34.0341 0.60982 -0.409525 -0.558952 0.384684
1.73981e+09 86.5542 4.24587 -36.4258 0.609416 -0.407979 -0.560182 0.385178
1.73981e+09 86.5231 4.64077 -38.0803 0.608206 -0.406988 -0.560812 0.387217
1.73981e+09 86.2177 9.00956 -39.5462 0.597821 -0.393438 -0.571373 0.401685
1.73981e+09 86.574 9.48776 -40.2175 0.595224 -0.393159 -0.575923 0.399308
1.73981e+09 86.815 12.2156 -40.5853 0.584489 -0.387371 -0.586333 0.405624
1.73981e+09 87.6707 12.0885 -40.3927 0.578967 -0.391887 -0.592045 0.400879
1.73981e+09 87.8381 16.0714 -40.1199 0.564407 -0.382507 -0.60688 0.408449
1.73981e+09 88.7597 16.0974 -39.676 0.557231 -0.387273 -0.613179 0.404382
1.73981e+09 89.0956 19.2073 -39.1042 0.542529 -0.381801 -0.626296 0.409444
1.73981e+09 89.8656 19.1057 -38.9426 0.536126 -0.386408 -0.631046 0.40625
1.73981e+09 90.1677 23.8716 -37.8896 0.516579 -0.376306 -0.650866 0.409773
1.73981e+09 90.6924 23.4642 -38.3812 0.5152 -0.379395 -0.652914 0.405377
1.73981e+09 90.9093 23.4823 -39.2686 0.514312 -0.380137 -0.654435 0.403353
1.73981e+09 89.6655 29.3618 -39.59 0.500972 -0.360231 -0.669455 0.413631
1.73981e+09 89.3821 29.3157 -41.628 0.503331 -0.359129 -0.667113 0.415506
1.73981e+09 88.4168 29.6344 -44.503 0.509227 -0.353976 -0.662632 0.419891
1.73981e+09 85.5704 34.6413 -47.5879 0.507435 -0.329361 -0.666674 0.435404
1.73981e+09 81.7561 34.5233 -55.6132 0.529938 -0.314002 -0.646349 0.450334
1.73981e+09 77.4682 34.8558 -62.2363 0.552872 -0.296187 -0.627782 0.460973
1.73981e+09 71.5506 35.8889 -69.474 0.580311 -0.271371 -0.605711 0.471923
1.73981e+09 58.1402 41.8561 -79.6876 0.617308 -0.208673 -0.57406 0.495823
1.73981e+09 47.4823 40.8748 -87.8907 0.653854 -0.180008 -0.530024 0.509064
1.73981e+09 34.4791 45.3172 -92.6738 0.679652 -0.127053 -0.498572 0.522835
1.73981e+09 20.979 49.4773 -95.5868 0.701846 -0.0734449 -0.465507 0.534155
1.73981e+09 7.0881 51.6097 -97.3455 0.72581 -0.0257381 -0.423735 0.541282
1.73981e+09 -11.8571 53.4103 -97.3618 0.76355 0.0340336 -0.356014 0.537668
1.73981e+09 -22.3297 54.1283 -96.0262 0.779993 0.0665684 -0.316887 0.535502
1.73981e+09 -33.2505 55.6916 -93.2282 0.78077 0.109994 -0.287394 0.543788
1.73981e+09 -37.8536 55.8123 -92.8325 0.789423 0.123269 -0.266796 0.538922
1.73981e+09 -38.7079 57.4475 -92.6424 0.778517 0.137062 -0.276059 0.546734
1.73981e+09 -39.3361 56.6628 -93.9392 0.777956 0.136359 -0.272565 0.549453
1.73981e+09 -38.5602 55.9856 -95.785 0.778168 0.13087 -0.273121 0.550211
1.73981e+09 -36.8818 59.1216 -95.9462 0.765891 0.141191 -0.293888 0.554171
1.73981e+09 -36.0741 59.9703 -96.9737 0.763019 0.142436 -0.300189 0.554437
1.73981e+09 -35.1568 61.1177 -97.877 0.762185 0.143863 -0.306071 0.551995
1.73981e+09 -34.0678 61.9167 -99.1438 0.753106 0.146166 -0.316744 0.557799
1.73981e+09 -34.3871 60.1281 -102.148 0.754669 0.140503 -0.310647 0.560563
1.73981e+09 -34.8011 61.4991 -102.662 0.755465 0.146178 -0.312233 0.557149
1.73981e+09 -35.2171 63.7095 -102.743 0.745119 0.158025 -0.322011 0.562258
1.73981e+09 -36.0642 62.5341 -104.688 0.745466 0.156671 -0.316769 0.565147
1.73981e+09 -37.2387 61.865 -106.19 0.737065 0.160887 -0.317042 0.574748
1.73981e+09 -37.6056 62.4706 -107.314 0.73853 0.163555 -0.316586 0.57236
1.73981e+09 -37.3824 63.3062 -109.338 0.740235 0.165012 -0.317928 0.568985
1.73981e+09 -35.2869 63.3851 -111.66 0.731564 0.161647 -0.327701 0.575584
1.73981e+09 -35.8145 62.7776 -113.508 0.726368 0.162906 -0.32768 0.581787
1.73981e+09 -35.3564 62.887 -115.312 0.724566 0.162349 -0.3299 0.582934
1.73981e+09 -33.0735 62.6376 -117.812 0.718324 0.156937 -0.337781 0.58761
1.73981e+09 -32.3942 62.7336 -119.681 0.720594 0.154554 -0.338494 0.585046
1.73981e+09 -32.4283 63.5519 -120.955 0.717152 0.157945 -0.341635 0.586542
1.73981e+09 -32.1992 62.3892 -123.334 0.704256 0.157867 -0.345463 0.599797
1.73981e+09 -31.5013 59.9396 -126.353 0.709905 0.147703 -0.33935 0.599216
1.73981e+09 -31.718 63.833 -126.1 0.709201 0.158653 -0.347364 0.592623
1.73981e+09 -31.3896 64.1943 -127.767 0.696237 0.162385 -0.354249 0.602821
1.73981e+09 -31.8323 61.0672 -130.792 0.697708 0.155294 -0.346054 0.607728
1.73981e+09 -29.6105 60.6733 -133.213 0.687777 0.151547 -0.353487 0.615665
1.73981e+09 -31.4989 60.1195 -135.47 0.688853 0.154922 -0.347905 0.6168
1.73981e+09 -32.4676 59.9543 -136.949 0.687142 0.157672 -0.346123 0.619011
1.73981e+09 -33.7611 58.2204 -139.751 0.679796 0.159434 -0.342617 0.628548
1.73981e+09 -34.8532 57.8386 -141.272 0.684949 0.159801 -0.337831 0.625443
1.73981e+09 -35.7672 58.479 -142.334 0.679066 0.165763 -0.339171 0.629568
1.73981e+09 -37.967 59.258 -143.841 0.678316 0.173412 -0.33647 0.629765
1.73981e+09 -39.6663 57.1462 -145.817 0.683308 0.171546 -0.327235 0.629745
1.73981e+09 -45.335 53.6674 -147.896 0.66883 0.183818 -0.314141 0.648223
1.73981e+09 -49.2316 52.7746 -149.45 0.672917 0.190557 -0.303394 0.647165
1.73981e+09 -53.6212 50.6594 -150.294 0.656751 0.203669 -0.29603 0.662996
1.73981e+09 -55.5987 51.4799 -150.917 0.658078 0.209854 -0.293403 0.660915
1.73981e+09 -60.3077 47.7648 -155.379 0.64508 0.219853 -0.28114 0.675645
1.73981e+09 -62.3555 45.7484 -156.817 0.634839 0.225439 -0.27639 0.685395
1.73981e+09 -63.6054 44.272 -158.373 0.64347 0.222582 -0.268896 0.681248
1.73981e+09 -68.1946 42.1379 -159.665 0.630137 0.235892 -0.260203 0.692515
1.73981e+09 -69.5205 43.5181 -160.412 0.63541 0.239378 -0.259119 0.686884
1.73981e+09 -71.4446 37.8369 -163.53 0.63279 0.235827 -0.245478 0.695488
1.73981e+09 -73.8339 40.2032 -163.609 0.627079 0.247933 -0.247273 0.695814
1.73981e+09 -75.7453 36.1528 -165.386 0.609235 0.253708 -0.240498 0.711777
1.73981e+09 -76.8944 28.1061 -168.867 0.597036 0.249808 -0.225248 0.728291
1.73981e+09 -77.1366 30.8603 -170.018 0.598059 0.253947 -0.230098 0.724494
1.73981e+09 -78.2112 27.5621 -171.846 0.587866 0.256143 -0.223974 0.733921
1.73981e+09 -78.7696 24.8249 -174.55 0.599606 0.248506 -0.215449 0.729588
1.73981e+09 -80.1737 23.4319 -175.785 0.58012 0.258181 -0.214126 0.742263
1.73981e+09 -80.5979 23.5228 -177.262 0.580599 0.259074 -0.21349 0.74176
1.73981e+09 -81.54 18.3707 -179.114 0.564771 0.261338 -0.204467 0.755598
1.73981e+09 -81.9564 19.231 -180.506 0.56255 0.264314 -0.205825 0.755851
1.73981e+09 -82.8028 16.0451 -182.114 0.54709 0.268878 -0.200496 0.766941
1.73981e+09 -83.6055 12.522 -183.649 0.539712 0.269665 -0.19326 0.77372
1.73981e+09 -84.5038 16.0776 -185.386 0.537973 0.276554 -0.199243 0.770977
1.73981e+09 -84.7795 13.7469 -186.934 0.531602 0.2771 -0.195027 0.77626
1.73981e+09 -84.6871 9.06449 -188.689 0.51989 0.276553 -0.187163 0.786258
1.73981e+09 -83.9461 4.8219 -190.55 0.506963 0.275727 -0.180891 0.796393
1.73981e+09 -81.9774 5.55821 -192.721 0.505892 0.27248 -0.184962 0.797256
1.73981e+09 -79.5641 5.02271 -195.064 0.486717 0.274216 -0.188368 0.807732
1.73981e+09 -75.4792 1.55122 -198.68 0.487039 0.261511 -0.18622 0.812236
1.73981e+09 -72.3894 0.660713 -201.107 0.48541 0.254487 -0.188163 0.814989
1.73981e+09 -68.7134 1.2313 -204.293 0.47346 0.251428 -0.194127 0.821544
1.73981e+09 -67.7242 1.47064 -205.893 0.470806 0.250522 -0.195746 0.822961
1.73981e+09 -67.8101 2.404 -207.144 0.470505 0.251713 -0.197446 0.822363
1.73981e+09 -66.8976 -4.7582 -209.333 0.44732 0.252363 -0.184564 0.837946
1.73981e+09 -68.1263 -6.8544 -210.176 0.452935 0.251108 -0.179018 0.836509
1.73981e+09 -69.6898 -3.73751 -211.066 0.44733 0.259277 -0.183532 0.836055
1.73981e+09 -71.2733 -5.18207 -213.28 0.422109 0.270876 -0.179171 0.846374
1.73981e+09 -72.6849 -7.40963 -214.109 0.428591 0.269789 -0.173345 0.844674
1.73981e+09 -71.6488 -9.62291 -215.797 0.405969 0.274239 -0.16992 0.855049
1.73981e+09 -72.291 -9.23376 -217.005 0.408499 0.274932 -0.170065 0.853592
1.73981e+09 -72.9278 -8.64509 -218.878 0.415953 0.273934 -0.170626 0.850194
1.73981e+09 -71.3301 -12.1889 -220.597 0.38642 0.278776 -0.16467 0.863625
1.73981e+09 -71.2914 -14.1159 -221.834 0.389435 0.276386 -0.160941 0.863741
1.73981e+09 -69.3595 -22.261 -223.128 0.364921 0.276158 -0.145696 0.877121
1.73981e+09 -67.3416 -23.5345 -224.935 0.336411 0.281356 -0.14325 0.887212
1.73981e+09 -67.9314 -19.8838 -227.038 0.335279 0.284852 -0.14999 0.885409
1.73981e+09 -70.3859 -20.9424 -227.938 0.317688 0.295159 -0.144976 0.889346
1.73981e+09 -76.077 -22.192 -227.018 0.321599 0.304956 -0.138519 0.885657
1.73981e+09 -83.5296 -24.3205 -225.218 0.299777 0.326659 -0.128075 0.887144
1.73981e+09 -95.4005 -22.8246 -221.604 0.301387 0.351364 -0.122969 0.877831
1.73981e+09 -102.726 -22.4734 -218.835 0.304389 0.365743 -0.118592 0.871502
1.73981e+09 -117.285 -26.1794 -211.897 0.281769 0.402603 -0.101575 0.864986
1.73981e+09 -145.524 -29.8198 -194.363 0.278952 0.463908 -0.0752663 0.837442
1.73981e+09 -164.69 -33.9931 -178.476 0.271109 0.509455 -0.0539174 0.814891
1.73981e+09 -182.685 -37.2793 -160.091 0.246824 0.561066 -0.0375392 0.789224
1.73981e+09 -199.795 -36.3967 -139.145 0.239964 0.608665 -0.0274119 0.755773
1.73981e+09 -213.683 -36.7436 -117.291 0.231652 0.652314 -0.0164312 0.721494
1.73981e+09 -224.623 -37.3758 -95.0286 0.219058 0.693512 -0.00737624 0.686295
1.73981e+09 -234.337 -36.1169 -68.9837 0.223918 0.731375 0.00479 0.64415
1.73981e+09 -240.584 -35.7886 -43.0548 0.21615 0.768904 0.0134686 0.601568
1.73981e+09 -243.542 -37.075 -18.3482 0.21508 0.799036 0.0277384 0.560815
1.73981e+09 -243.9 -39.7286 1.7702 0.206456 0.823651 0.0381482 0.526801
1.73981e+09 -243.023 -39.6358 19.4895 0.206118 0.842834 0.0466657 0.494942
1.73981e+09 -240.593 -46.9417 29.0812 0.199846 0.852114 0.0646001 0.479364
1.73981e+09 -239.01 -47.6632 37.8945 0.199124 0.861201 0.070938 0.462222
1.73981e+09 -236.326 -57.2799 40.5646 0.197513 0.860403 0.0941682 0.460247
1.73981e+09 -235.786 -57.4231 41.5021 0.197458 0.862775 0.0960466 0.455417
1.73981e+09 -235.744 -57.394 40.6889 0.196901 0.863477 0.095936 0.45435
1.73981e+09 -233.919 -65.979 36.744 0.189447 0.859247 0.110017 0.462278
1.73981e+09 -234.246 -65.012 34.2335 0.192252 0.858442 0.109339 0.462775
1.73981e+09 -230.737 -78.5389 26.9758 0.178188 0.85024 0.130257 0.477885
1.73981e+09 -231.4 -76.8736 23.4469 0.18015 0.84968 0.126782 0.479079
1.73981e+09 -231.443 -77.0092 20.7411 0.177344 0.849868 0.124944 0.480274
1.73981e+09 -226.909 -90.6639 9.63444 0.156029 0.840014 0.141376 0.500044
1.73981e+09 -226.802 -90.738 9.05769 0.158751 0.83996 0.14369 0.498618
1.73981e+09 -222.254 -101.41 0.0413185 0.144923 0.830116 0.158777 0.514485
1.73981e+09 -219.306 -107.265 -6.48125 0.135134 0.82531 0.166336 0.522431
1.73981e+09 -219.201 -107.494 -6.60395 0.136136 0.826379 0.16826 0.519859
1.73981e+09 -217.421 -109.81 -15.7046 0.13723 0.816304 0.170861 0.534436
1.73981e+09 -216.344 -111.938 -16.6666 0.136291 0.815554 0.176044 0.53414
1.73981e+09 -214.58 -113.196 -26.7163 0.140471 0.803569 0.176718 0.550741
1.73981e+09 -211.961 -114.189 -38.9661 0.145213 0.78868 0.175663 0.570999
1.73981e+09 -212.196 -113.383 -41.656 0.145704 0.788065 0.173501 0.572382
1.73981e+09 -207.72 -119.266 -48.4865 0.142893 0.777311 0.183506 0.584547
1.73981e+09 -207.334 -119.62 -50.7444 0.143761 0.775799 0.184337 0.586079
1.73981e+09 -201.45 -127.587 -56.2477 0.136476 0.765637 0.198573 0.596443
1.73981e+09 -200.883 -128.143 -58.471 0.13225 0.766045 0.198489 0.596898
1.73981e+09 -193.555 -138.281 -61.45 0.124368 0.755802 0.219237 0.604344
1.73981e+09 -193.65 -139.111 -60.7714 0.124746 0.757567 0.222354 0.600907
1.73981e+09 -193.629 -139.752 -60.7335 0.122592 0.759769 0.224167 0.59789
1.73981e+09 -183.874 -151.189 -65.0627 0.108092 0.747624 0.246414 0.607169
1.73981e+09 -182.994 -152.626 -65.6037 0.104118 0.748749 0.249509 0.60521
1.73981e+09 -171.751 -164.145 -69.5573 0.0906178 0.734297 0.273631 0.614591
1.73981e+09 -170.949 -164.927 -71.0652 0.0885027 0.73397 0.275225 0.614579
1.73981e+09 -160.502 -174.025 -75.0541 0.0761067 0.720476 0.294784 0.623077
1.73981e+09 -159.501 -174.67 -76.9973 0.074515 0.719164 0.296022 0.624197
1.73981e+09 -158.962 -174.612 -79.4373 0.0746964 0.717403 0.295557 0.626418
1.73981e+09 -147.301 -182.816 -84.6532 0.06373 0.700414 0.313715 0.63792
1.73981e+09 -147.655 -182.393 -86.2362 0.0667813 0.699309 0.312808 0.639264
1.73981e+09 -146.948 -182.204 -88.8439 0.0670907 0.697005 0.311939 0.642166
1.73981e+09 -145.989 -182.336 -91.1715 0.0682556 0.694052 0.312056 0.645177
1.73981e+09 -139.154 -184.308 -98.9002 0.0693055 0.678323 0.315228 0.66008
1.73981e+09 -138.099 -184.014 -101.766 0.0698796 0.675064 0.313958 0.663955
1.73981e+09 -137.055 -183.74 -104.401 0.0711517 0.67157 0.312812 0.667892
1.73981e+09 -129.966 -185.537 -110.718 0.0698538 0.657068 0.315777 0.680931
1.73981e+09 -129.29 -185.28 -112.619 0.0733923 0.653532 0.314855 0.68438
1.73981e+09 -128.35 -185.217 -114.407 0.0757739 0.650131 0.314388 0.687567
1.73981e+09 -127.331 -185.101 -116.228 0.0769977 0.64707 0.313746 0.690605
1.73981e+09 -127.335 -185.385 -116.191 0.0816552 0.64517 0.314589 0.691464
1.73981e+09 -127.203 -185.421 -116.58 0.0840984 0.643744 0.314662 0.692466
1.73981e+09 -126.852 -185.383 -117.234 0.0840844 0.642889 0.314436 0.693364
1.73981e+09 -126.785 -185.818 -116.801 0.0859723 0.642257 0.315707 0.69314
1.73981e+09 -126.704 -185.836 -116.925 0.0858583 0.642137 0.315742 0.69325
1.73981e+09 -126.684 -185.87 -116.914 0.0859264 0.642094 0.315832 0.69324
1.73981e+09 -126.528 -186.076 -116.731 0.0861815 0.641827 0.316419 0.693189
1.73981e+09 -126.456 -186.384 -116.306 0.0867831 0.641665 0.31732 0.692851
1.73981e+09 -126.561 -186.303 -116.326 0.0868966 0.641777 0.317105 0.692832
1.73981e+09 -126.54 -186.375 -116.239 0.0870447 0.641728 0.317314 0.692763
1.73981e+09 -126.554 -186.429 -116.159 0.0873207 0.641685 0.317477 0.692693
1.73981e+09 -126.547 -186.416 -116.222 0.0873642 0.641641 0.317438 0.692746
1.73981e+09 -126.523 -186.544 -116.106 0.0876602 0.641554 0.317811 0.692619
1.73981e+09 -126.467 -187.072 -115.413 0.0895704 0.641014 0.319366 0.692158
1.73981e+09 -126.087 -187.391 -115.485 0.0912974 0.639602 0.320173 0.692866
1.73981e+09 -125.251 -187.601 -116.32 0.0940317 0.636512 0.320451 0.695213
1.73981e+09 -123.234 -187.764 -118.54 0.0973212 0.630383 0.320129 0.700474
1.73981e+09 -119.688 -188.244 -121.825 0.100927 0.620851 0.32013 0.708432
1.73981e+09 -115.326 -187.41 -127.688 0.104998 0.608361 0.315916 0.720465
1.73981e+09 -109.068 -186.709 -134.566 0.110477 0.591404 0.311475 0.735541
1.73981e+09 -102.222 -186.047 -141.259 0.121644 0.570725 0.306306 0.752099
1.73981e+09 -81.9276 -186.835 -153.363 0.124094 0.527832 0.303208 0.783619
1.73981e+09 -68.3452 -185.148 -162.466 0.135111 0.493728 0.293202 0.807471
1.73981e+09 -50.3001 -184.648 -170.128 0.145637 0.451626 0.285521 0.832648
1.73981e+09 -32.1818 -183.754 -176.127 0.162638 0.405841 0.274174 0.856546
1.73981e+09 -11.8565 -184.212 -178.935 0.181353 0.354243 0.264422 0.878467
1.73981e+09 11.0942 -186.047 -177.889 0.198964 0.296421 0.257081 0.89803
1.73981e+09 42.4175 -180.649 -179.206 0.194221 0.232463 0.239157 0.92252
1.73981e+09 62.6149 -180.582 -174.112 0.212153 0.176363 0.224436 0.934621
1.73981e+09 80.1417 -181.736 -166.521 0.228738 0.124124 0.212834 0.941793
1.73981e+09 103.136 -177.731 -158.539 0.220454 0.0732926 0.203555 0.951101
1.73981e+09 115.306 -177.626 -151.18 0.229063 0.0352636 0.193696 0.953293
1.73981e+09 132.62 -170.452 -145.586 0.210605 0.00277123 0.186418 0.959628
1.73981e+09 137.426 -170.878 -141.807 0.215861 -0.0150789 0.182175 0.959161
1.73981e+09 140.61 -170.935 -139.882 0.218155 -0.0261241 0.179739 0.958864
1.73981e+09 152.72 -162.297 -138.022 0.190392 -0.0394695 0.18031 0.9642
1.73981e+09 153.172 -162.651 -138.525 0.192121 -0.0422633 0.17973 0.963847
1.73981e+09 160.791 -155.327 -139.236 0.170965 -0.0483302 0.178819 0.967708
1.73981e+09 160.731 -155.011 -141.2 0.171481 -0.0482197 0.177288 0.967904
1.73981e+09 160.703 -156.215 -144.066 0.16897 -0.0474261 0.183872 0.967156
1.73981e+09 170.831 -142.927 -147.208 0.137249 -0.0534782 0.176463 0.973223
1.73981e+09 170.112 -143.507 -149.274 0.139859 -0.0529274 0.175592 0.973039
1.73981e+09 198.153 -101.89 -166.026 0.0174213 -0.0697641 0.184372 0.980223
1.73981e+09 203.236 -90.6046 -168.476 -0.0106526 -0.0739395 0.183211 0.980231
1.73981e+09 203.398 -89.5987 -169.927 -0.0114653 -0.0740194 0.181373 0.980558
1.73981e+09 203.043 -87.3925 -173.559 -0.0127126 -0.0726342 0.176604 0.981516
1.73981e+09 207.556 -76.6185 -175.347 -0.0391452 -0.0776669 0.175892 0.98056
1.73981e+09 207.455 -77.2558 -176.229 -0.0386151 -0.077498 0.177017 0.980392
1.73981e+09 207.514 -77.6031 -177.035 -0.039336 -0.0774399 0.178641 0.980073
1.73981e+09 211.073 -68.3869 -178.618 -0.0638833 -0.0816806 0.180318 0.978127
1.73981e+09 211.615 -66.7772 -180.684 -0.0654973 -0.0828388 0.178135 0.978323
1.73981e+09 215.012 -55.0367 -182.569 -0.0916522 -0.0880568 0.175646 0.976214
1.73981e+09 218.789 -42.4624 -187.481 -0.121468 -0.0951417 0.175588 0.972297
1.73981e+09 220.653 -33.1456 -189.16 -0.143383 -0.099265 0.175283 0.96895
1.73981e+09 220.667 -32.2439 -191.329 -0.143802 -0.0995282 0.173633 0.969158
1.73981e+09 221.6 -22.7201 -193.57 -0.164091 -0.102765 0.171184 0.966028
1.73981e+09 221.997 -22.6215 -195.21 -0.164035 -0.103678 0.171275 0.965923
1.73981e+09 222.055 -22.7793 -196.174 -0.163875 -0.103776 0.171531 0.965895
1.73981e+09 222.332 -18.3201 -198.311 -0.17428 -0.105168 0.171238 0.963973
